CARRERA,PERIODO,NIVEL,PARALELO,ASIGNATURA,PRIMER_PARCIAL,SEGUNDO_PARCIAL,RECUPERACION,NOTA_FINAL,ASISTENCIA,ESTADO_FINAL
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,C,CALIDAD DE SOFTWARE,8.8,10,,9.4,96.25,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,C,EMPRENDIMIENTO,8.8,9.7,,9.25,96.88,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,C,ETICA PROFESIONAL,10,9.84,,9.92,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,C,FUNDAMENTOS DE REDES Y CONECTIVIDAD,9.8,10,,9.9,100,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,A,NT-INFORMÁTICA,7.85,9.7,,8.77,90,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,A,NT-HISTORIA DEL ARTE Y DISEÑO,6.18,8.05,,7.12,91.58,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,A,NT-FUNDAMENTOS DEL DISEÑO,7.56,6.96,,7.26,100,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,A,NT-DIBUJO TÉCNICO,8,7.2,,7.6,91.67,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,A,NT-BASES DE LA COMUNICACIÓN,7.8,8.6,,8.2,97.5,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,A,NT-TALLER DE INNOVACIÓN Y CREATIVIDAD,8.54,8,,8.27,91.25,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,A,NT-METODOLOGÍA DE LA INVESTIGACIÓN,7.6,8.41,,8,100,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,B,NT-METODOLOGÍA DE LA INVESTIGACIÓN,0,0,,0,0,REPROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,B,NT-HISTORIA DEL ARTE Y DISEÑO,0,0,,0,82.11,REPROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,B,NT-FUNDAMENTOS DEL DISEÑO,0,0,,0,0,REPROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,B,NT-BASES DE LA COMUNICACIÓN,0,0.6,,0.12,17.5,REPROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,B,NT-TALLER DE INNOVACIÓN Y CREATIVIDAD,0,0,,0,58.75,REPROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,B,NT-INFORMÁTICA,0,0,,0,51.67,REPROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,H,DISEÑO MULTIMEDIA,8.4,10,,9.2,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,H,FUNDAMENTOS DE ADMINISTRACION,9.6,9.6,,9.6,79.17,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,H,INGLES B1.1 (TECHNICAL),8.97,8.29,,8.63,89.06,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,H,BASE DE DATOS AVANZADA,7.25,8.66,,7.96,88.75,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,H,CALCULO DIFERENCIAL E INTEGRAL,8.08,9.7,,8.89,96.88,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,H,PROGRAMACION VISUAL,7,8.8,,7.9,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,D,ALGEBRA Y TRIGONOMETRIA,9.2,8.8,,9,98.44,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,D,PROGRAMACION ORIENTADA A OBJETO,7.2,10,,8.6,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,D,METODOLOGIAS DEL DESARROLLO DE SOFTWARE,6.33,6.8,8,7.43,96.88,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,D,LENGUAJE Y COMUNICACIÓN,8.8,7,,7.9,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,D,INGLES A2 (INTERMEDIO),6.2,6.7,7.6,7.14,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,D,BASE DE DATOS,8.45,9.4,,8.93,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,A,FUNDAMENTOS DE REDES Y CONECTIVIDAD,7.98,8.37,,8.18,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,A,CALIDAD DE SOFTWARE,9.6,7.8,,8.7,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,A,EMPRENDIMIENTO,7.7,9.36,,8.53,89.06,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,A,ETICA PROFESIONAL,8.4,9.58,,8.99,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,A,TENDENCIAS ACTUALES DE PROGRAMACION,8.8,9.2,,9,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,D,PROYECTO DE MARKETING 1,8.75,7.68,,8.22,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,D,ADMINISTRACION E INNOVACION DE MODELOS DE NEGOCIOS,8.9,9.4,,9.15,96.88,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,D,DESARROLLO DE MARCA Y NUEVOS PRODUCTOS,8.25,7,,7.63,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,D,EMPRENDIMIENTO,7.15,10,,8.57,95.31,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,D,IMAGEN CORPORATIVA Y CREATIVA,9.55,9.2,,9.38,96.25,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,D,"PUBLICIDAD, COMUNICACIÓN MEDIOS Y RELACIONES PUBLICAS",8.2,9,,8.6,98.44,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,G,DISEÑO PUBLICITARIO,9.6,9.6,,9.6,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,G,PROYECTO DE MARKETING II,7.06,8.7,,7.88,95,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,G,PRESUPUESTO,9.7,9.45,,9.57,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,G,GERENCIA DE SERVICIOS Y VENTAS,10,7.47,,8.74,96.88,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,G,EVALUACION Y FORMULACION DE PROYECTOS DE INVERSION,9.6,10,,9.8,97.5,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,G,DERECHO MERCANTIL,8.5,9.8,,9.15,98.44,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,QUINTO,B,MARKETING ESTRATEGICO,7.8,10,,8.9,96.25,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,QUINTO,B,NEUROMARKETING,9.55,7.45,,8.5,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,QUINTO,B,COMPORTAMIENTO PROFESIONAL Y AMBIENTAL,7.3,9.2,,8.25,96.25,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,QUINTO,B,COMERCIO DIGITAL Y COMUNITY MANAGMENT,9.6,9.45,,9.52,96.25,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,QUINTO,B,TECNICAS DE NEGOCIOS Y COMERCIO INTERNACIONAL,9.4,9.75,,9.57,96.88,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,C,METODOS ESTADISTICOS PARA LA TOMA DE DECISIONES,9.2,10,,9.6,90.63,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,C,MATEMATICA FINANCIERA,6,10,,8,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,C,INVESTIGACION DE MERCADO,7.88,7.63,,7.76,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,C,COMPORTAMIENTO Y PSICOLOGIA DEL CONSUMIDOR,8.4,7.9,,8.15,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,C,TICS II,7.1,8.8,,7.95,96.88,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,C,METODOLOGIA DE LA INVESTIGACION,8,7.67,,7.84,98.75,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,QUINTO,E,DISEÑO Y PROGRAMACION WEB,9.84,10,,9.92,100,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,QUINTO,E,EMPRENDIMIENTO,9.6,9.82,,9.71,95.31,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,QUINTO,E,IMAGEN COORPORTAVIA,10,9.9,,9.95,93.75,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,QUINTO,E,MULTIMEDIA,9,10,,9.5,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,B,INVESTIGACION DE MERCADO,7.75,9.49,,8.62,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,B,COMPORTAMIENTO Y PSICOLOGIA DEL CONSUMIDOR,8.8,10,,9.4,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,B,METODOLOGIA DE LA INVESTIGACION,9,8.57,,8.79,95,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,B,METODOS ESTADISTICOS PARA LA TOMA DE DECISIONES,9.25,9.4,,9.32,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,B,TICS II,9.2,8.4,,8.8,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,B,MATEMATICA FINANCIERA,6.98,9.8,,8.39,97.4,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,C,TICS II,7.6,8.2,,7.9,96.88,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,C,COMPORTAMIENTO Y PSICOLOGIA DEL CONSUMIDOR,8.2,8.6,,8.4,97.5,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,C,INVESTIGACION DE MERCADO,8.5,8.98,,8.74,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,C,MATEMATICA FINANCIERA,6.58,10,,8.29,93.75,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,C,METODOLOGIA DE LA INVESTIGACION,6.6,9.17,,7.89,98.75,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,C,METODOS ESTADISTICOS PARA LA TOMA DE DECISIONES,10,10,,10,100,APROBADO
NT-DESARROLLO DE SOFTWARE,2023-1P,PRIMERO,A,NT-BASE DE DATOS I,9.05,9,,9.03,100,APROBADO
NT-DESARROLLO DE SOFTWARE,2023-1P,PRIMERO,A,NT-MATEMÁTICAS FINANCIERAS,8.75,10,,9.38,93.75,APROBADO
NT-DESARROLLO DE SOFTWARE,2023-1P,PRIMERO,A,NT-FUNDAMENTOS DE PROGRAMACIÓN,7.82,9.35,,8.59,96.88,APROBADO
NT-DESARROLLO DE SOFTWARE,2023-1P,PRIMERO,A,NT-INGLÉS TÉCNICO 1,10,9.6,,9.8,100,APROBADO
NT-DESARROLLO DE SOFTWARE,2023-1P,PRIMERO,A,NT-COMUNICACIÓN EN ERA DIGITAL,10,10,,10,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,H,BASE DE DATOS,6.4,9.6,,8,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,H,METODOLOGIAS DEL DESARROLLO DE SOFTWARE,6.5,7.5,,7,99.61,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,H,LENGUAJE Y COMUNICACIÓN,8.5,10,,9.25,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,H,ALGEBRA Y TRIGONOMETRIA,7.97,9.24,,8.61,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,H,INGLES A2 (INTERMEDIO),8.36,8.04,,8.2,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,H,PROGRAMACION ORIENTADA A OBJETO,5.2,6.8,10,8.4,100,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,B,NT-METODOLOGÍA DE LA INVESTIGACIÓN,0,0,,0,0,REPROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,B,NT-HISTORIA DEL ARTE Y DISEÑO,0,0,,0,83.16,REPROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,B,NT-FUNDAMENTOS DEL DISEÑO,0,0,,0,0,REPROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,B,NT-BASES DE LA COMUNICACIÓN,0,0,,0,17.5,REPROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,B,NT-TALLER DE INNOVACIÓN Y CREATIVIDAD,0,0,,0,55,REPROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,B,NT-INFORMÁTICA,0,0,,0,46.67,REPROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,CUARTO,C,DISEÑO Y ANIMACION 3D,9.32,8.38,,8.85,93.75,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,CUARTO,C,TALLER DE PRODUCCIÓN,9.1,9,,9.05,95.83,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,CUARTO,C,PUBLICIDAD Y MARKETING,10,9.3,,9.65,98.75,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,CUARTO,C,DISEÑO EDITORIAL,8.36,8.09,,8.23,100,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,QUINTO,A,IMAGEN COORPORTAVIA,9.6,10,,9.8,100,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,QUINTO,A,MULTIMEDIA,8.1,9.48,,8.79,95,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,QUINTO,A,EMPRENDIMIENTO,8.95,7.59,,8.27,100,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,QUINTO,A,DISEÑO Y PROGRAMACION WEB,9.54,9,,9.27,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,D,PROYECTO DE MARKETING 1,7.88,8.39,,8.14,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,D,IMAGEN CORPORATIVA Y CREATIVA,8.8,8.7,,8.75,96.25,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,D,EMPRENDIMIENTO,7.6,10,,8.8,95.31,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,D,DESARROLLO DE MARCA Y NUEVOS PRODUCTOS,6.14,8.3,,7.22,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,D,ADMINISTRACION E INNOVACION DE MODELOS DE NEGOCIOS,7.55,10,,8.78,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,D,"PUBLICIDAD, COMUNICACIÓN MEDIOS Y RELACIONES PUBLICAS",8.2,8.4,,8.3,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,C,IMAGEN CORPORATIVA Y CREATIVA,8.16,10,,9.08,95,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,C,PROYECTO DE MARKETING 1,8.5,8.44,,8.47,92.5,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,C,ADMINISTRACION E INNOVACION DE MODELOS DE NEGOCIOS,8.15,8.89,,8.52,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,C,"PUBLICIDAD, COMUNICACIÓN MEDIOS Y RELACIONES PUBLICAS",9.16,8.86,,9.01,86.72,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,C,DESARROLLO DE MARCA Y NUEVOS PRODUCTOS,9.15,7.81,,8.48,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,C,EMPRENDIMIENTO,8.14,9.3,,8.72,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,F,METODOS ESTADISTICOS PARA LA TOMA DE DECISIONES,7.2,8,,7.6,93.75,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,F,COMPORTAMIENTO Y PSICOLOGIA DEL CONSUMIDOR,8.54,8.8,,8.67,97.5,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,F,INVESTIGACION DE MERCADO,7.23,9.47,,8.35,86.25,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,F,MATEMATICA FINANCIERA,9.5,8,,8.75,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,F,METODOLOGIA DE LA INVESTIGACION,9.5,10,,9.75,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,F,TICS II,5.03,8.04,10,8.61,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,F,PROYECTO DE MARKETING II,8.38,8.25,,8.32,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,F,DERECHO MERCANTIL,8.62,9.4,,9.01,96.88,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,F,DISEÑO PUBLICITARIO,9.05,8.7,,8.88,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,F,EVALUACION Y FORMULACION DE PROYECTOS DE INVERSION,10,10,,10,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,F,GERENCIA DE SERVICIOS Y VENTAS,9.74,8.93,,9.34,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,F,PRESUPUESTO,7.65,8.85,,8.25,100,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,SEGUNDO,F,SOFTWARE DE ILUSTRACION,8.8,9.88,,9.34,100,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,SEGUNDO,F,ETICA LABORAL Y PROFESIONAL,9.3,9.6,,9.45,100,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,SEGUNDO,F,PSICOLOGIA DEL COLOR,10,10,,10,93.75,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,SEGUNDO,F,RELACIONES PUBLICAS,9.7,9.7,,9.7,93.75,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,SEGUNDO,F,FOTOGRAFIA,9.23,9.51,,9.37,100,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,SEGUNDO,F,DIBUJO ARTISTICO,9.1,8.3,,8.7,100,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,B,NT-BASES DE LA COMUNICACIÓN,0,0,,0,18.75,REPROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,B,NT-TALLER DE INNOVACIÓN Y CREATIVIDAD,0,0,,0,63.75,REPROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,B,NT-METODOLOGÍA DE LA INVESTIGACIÓN,0,0,,0,0,REPROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,B,NT-INFORMÁTICA,0,0,,0,46.67,REPROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,B,NT-HISTORIA DEL ARTE Y DISEÑO,0,0,,0,82.11,REPROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,B,NT-FUNDAMENTOS DEL DISEÑO,0,0,,0,0,REPROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,B,NT-FUNDAMENTOS DE MARKETING,6.95,8.5,,7.73,100,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,B,NT-MATEMATICAS,8.68,7.8,,8.24,100,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,B,NT-TICS I,8.9,9.5,,9.2,96.88,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,B,NT-ENTORNO EMPRESARIAL,8.8,9,,8.9,100,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,B,NT-EXPRESION ORAL Y ESCRITA,8.6,7,,7.8,98.44,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,B,NT-CONTABILIDAD GENERAL,8.08,8.77,,8.43,92.71,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,B,BASE DE DATOS AVANZADA,8.75,9.2,,8.98,97.5,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,B,PROGRAMACION VISUAL,8.5,8.25,,8.38,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,B,DISEÑO MULTIMEDIA,9,8.8,,8.9,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,B,INGLES B1.1 (TECHNICAL),8.7,9.52,,9.11,96.88,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,B,CALCULO DIFERENCIAL E INTEGRAL,9.05,10,,9.53,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,B,FUNDAMENTOS DE ADMINISTRACION,9.7,10,,9.85,91.67,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,CUARTO,C,DISEÑO Y ANIMACION 3D,9.06,7.45,,8.26,91.25,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,CUARTO,C,TALLER DE PRODUCCIÓN,7.3,10,,8.65,100,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,CUARTO,C,DISEÑO EDITORIAL,8.53,9.16,,8.84,100,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,CUARTO,C,PUBLICIDAD Y MARKETING,8.27,7,,7.64,91.25,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,TERCERO,B,TECNICAS DE IMPRESION,7.39,10,,8.7,95.31,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,TERCERO,B,SOFTWARE DE TRATAMIENTO DE IMAGEN,9.37,9,,9.18,100,APROBADO
